address,city,submarket,state,zip_code,property_type,property_class,sale_date,sale_price,price_per_unit,price_per_sf,cap_rate,units,total_sf,lot_size_sf,year_built,year_renovated,num_buildings,num_floors,parking_spaces,noi,gross_potential_rent,occupancy_at_sale,inplace_vs_market_rent_pct,buyer,buyer_type,seller,seller_type,broker,financing_type,ltv,lender,interest_rate,deal_type,special_conditions,data_source,notes
3041 Park Drive,Phoenix,Tempe,AZ,43386,industrial,B,2023-06-04,14674355,,29.02,5.89,,505605,1255823,2020,,1,2,1668,,,0.98,,Lendlease,Private Equity,Eastdil Secured,Sovereign Wealth Fund,,financed,0.59,,8.03,distressed,LEED certified,CoStar COMPS,B class industrial in Tempe
7455 Park Avenue,Riverside,San Bernardino,CA,87663,industrial,A,2023-06-02,88877489,,484.84,6.81,,183312,472571,1993,,1,2,453,,,0.87,,PGIM Real Estate,Developer,Equity Residential,Developer,JLL,assumption,,,,development,,Real Capital Analytics,A class industrial in San Bernardino
8970 Park Drive,Houston,Sugar Land,TX,15682,mixed-use,A,2023-06-01,32181747,157754.0,76.08,6.09,204.0,422990,1164246,2015,2021.0,1,36,909,,,0.96,,Simon Property Group,Sovereign Wealth Fund,Harrison Street,Developer,JLL,financed,0.57,Barclays,6.48,sale-leaseback,1031 exchange,Real Estate Alert,A class mixed-use in Sugar Land
2744 Main Street,Miami,Fort Lauderdale,FL,28463,mixed-use,B,2023-06-01,343276459,1961580.0,1211.62,6.66,175.0,283320,459126,2002,,1,15,694,,,0.92,,AEW Capital Management,Investment Fund,AvalonBay Communities,Private Equity,CBRE,bridge loan,,,,distressed,waterfront property,CoStar COMPS,B class mixed-use in Fort Lauderdale
697 Broadway Avenue,Riverside,Riverside,CA,80557,hotel,Full Service,2023-06-01,105649227,319182.0,679.11,7.84,331.0,155570,414909,2011,,1,24,432,,,0.62,,Ares Management,Investment Fund,HFF,Developer,,financed,0.71,CBRE Capital Markets,6.78,sale-leaseback,,CBRE Market Report,Full Service class hotel in Riverside
4581 Madison Boulevard,San Francisco,Berkeley,CA,31785,industrial,C,2023-06-01,89704535,,179.2,6.17,,500576,843907,2000,2005.0,1,2,1135,,,0.89,,Boston Properties,Developer,Nuveen Real Estate,Insurance Company,JLL,bridge loan,,,,value-add,off-market deal,CBRE Market Report,C class industrial in Berkeley
7233 Oak Avenue,Chicago,Loop,IL,85025,hotel,Select Service,2023-05-31,66734514,354971.0,803.1,7.25,188.0,83096,193454,2003,,1,20,191,,,0.71,,Harrison Street,Individual Investor,Ares Management,Insurance Company,CBRE,financed,0.52,,8.16,sale-leaseback,off-market deal,CBRE Market Report,Select Service class hotel in Loop
9126 Market Boulevard,Houston,The Woodlands,TX,77970,mixed-use,B,2023-05-31,277151090,1015205.0,542.04,7.3,273.0,511311,1233398,1998,2004.0,1,15,1138,,,0.87,,Blackstone,Family Office,LaSalle Investment Management,Insurance Company,Colliers,assumption,,,,distressed,ground lease,JLL Research,B class mixed-use in The Woodlands
7103 Broadway Avenue,Philadelphia,Camden,PA,11221,mixed-use,A,2023-05-31,276856229,925941.0,720.61,7.13,299.0,384197,861104,2018,,1,33,805,,,0.86,,CBRE Investment Management,Pension Fund,Hines,Family Office,Colliers,seller financing,,,,value-add,waterfront property,CBRE Market Report,A class mixed-use in Camden
9305 Oak Way,Chicago,Loop,IL,65918,retail,C,2023-05-30,14336089,,79.76,7.22,,179738,282273,1998,,1,2,450,,,0.88,,Vornado Realty Trust,Insurance Company,Apollo Global Management,REIT,Newmark,assumption,,,,sale-leaseback,,CBRE Market Report,C class retail in Loop
1820 Market Avenue,Philadelphia,University City,PA,17660,retail,B,2023-05-30,60621018,,2009.25,8.46,,30171,71150,1991,,1,2,68,5128538.0,7890058.0,0.84,0.95,Ares Management,Sovereign Wealth Fund,Related Companies,Developer,Colliers,bridge loan,,,,stabilized,ground lease,Real Estate Alert,B class retail in University City
8126 Madison Boulevard,Riverside,San Bernardino,CA,30207,mixed-use,B,2023-05-30,377479249,1348140.0,1518.63,7.22,280.0,248566,395743,2022,,1,6,506,27254001.0,41929232.0,0.92,1.05,Carlyle Group,Developer,Starwood Capital,Insurance Company,Cushman & Wakefield,seller financing,,,,stabilized,off-market deal,CBRE Market Report,B class mixed-use in San Bernardino
3810 Center Way,Detroit,Downtown Detroit,MI,33631,hotel,Select Service,2023-05-29,126051606,900369.0,1755.1,8.03,140.0,71820,179173,2007,,1,18,150,,,0.85,,AvalonBay Communities,Investment Fund,LaSalle Investment Management,Insurance Company,CBRE,bridge loan,,,,development,,JLL Research,Select Service class hotel in Downtown Detroit
2840 Oak Way,Houston,The Woodlands,TX,65067,multifamily,A,2023-05-29,61427803,128510.0,122.04,4.74,478.0,503334,842576,2011,,2,32,1252,,,0.91,,PGIM Real Estate,REIT,MetLife,Investment Fund,JLL,assumption,,,,sale-leaseback,portfolio acquisition,CBRE Market Report,A class multifamily in The Woodlands
662 Center Boulevard,Miami,Fort Lauderdale,FL,73870,retail,A,2023-05-29,29787096,,103.77,7.7,,287056,787403,2014,,1,2,767,,,0.83,,Ares Management,Developer,SL Green Realty,Insurance Company,Cushman & Wakefield,bridge loan,,,,sale-leaseback,,Public Records,A class retail in Fort Lauderdale
343 Center Avenue,New York,Brooklyn,NY,22595,retail,C,2023-05-29,24754064,,158.26,7.82,,156414,333387,1996,2024.0,1,1,319,,,0.8,,RXR Realty,REIT,Hines,Family Office,Eastdil Secured,assumption,,,,value-add,waterfront property,Real Capital Analytics,C class retail in Brooklyn
5420 Madison Drive,Houston,The Woodlands,TX,78920,office,B,2023-05-28,64218465,,266.96,7.4,,240552,666004,2005,,1,21,484,4752166.0,7311024.0,0.87,0.94,Blackstone,Sovereign Wealth Fund,Equity Residential,Investment Fund,,assumption,,,,stabilized,LEED certified,Real Estate Alert,B class office in The Woodlands
5511 Market Drive,Los Angeles,Anaheim,CA,92701,retail,A,2023-05-28,27997624,,116.0,7.28,,241361,605938,2011,2022.0,1,3,778,,,0.85,,Greystar,Private Equity,PGIM Real Estate,Pension Fund,JLL,cash,,,,portfolio,historic building,Real Capital Analytics,A class retail in Anaheim
1065 Center Avenue,Washington,Georgetown,DC,39004,retail,B,2023-05-28,51177222,,710.88,8.4,,71991,142997,1994,,1,2,218,,,0.92,,Blackstone,Developer,Starwood Capital,Individual Investor,JLL,financed,0.58,JPMorgan Chase,5.85,distressed,,Real Capital Analytics,B class retail in Georgetown
7912 Park Street,Philadelphia,Wilmington,PA,27621,mixed-use,A,2023-05-27,396562206,1250985.0,1149.89,5.71,317.0,344869,947217,1996,2019.0,1,29,1020,22643701.0,34836463.0,0.91,1.03,Equity Residential,Pension Fund,PGIM Real Estate,Investment Fund,Cushman & Wakefield,cash,,,,stabilized,master lease in place,CoStar COMPS,A class mixed-use in Wilmington
2745 Market Drive,Detroit,Dearborn,MI,48806,multifamily,C,2023-05-26,32859720,72378.0,68.6,5.42,454.0,478970,841755,2017,2023.0,5,24,981,1780996.0,2739993.0,0.86,0.97,Bentall GreenOak,Pension Fund,HFF,Developer,CBRE,cash,,,,stabilized,,CBRE Market Report,C class multifamily in Dearborn
6580 Park Boulevard,San Francisco,Oakland,CA,11353,retail,C,2023-05-26,13417889,,60.54,7.76,,221623,345526,2020,,1,3,705,,,0.92,,Related Companies,Developer,CBRE Investment Management,Family Office,Colliers,bridge loan,,,,development,,Public Records,C class retail in Oakland
1930 Market Street,Washington,Georgetown,DC,86756,mixed-use,B,2023-05-26,62200717,379273.0,239.22,6.35,164.0,260017,621379,1999,2020.0,1,33,787,3949745.0,6076530.0,0.93,1.03,AEW Capital Management,Investment Fund,CBRE,Family Office,,cash,,,,stabilized,,Real Estate Alert,B class mixed-use in Georgetown
316 Broadway Street,Philadelphia,King of Prussia,PA,53278,industrial,C,2023-05-24,65233612,,157.55,6.58,,414056,627833,2020,,1,2,873,,,0.91,,Equity Residential,REIT,Starwood Capital,Sovereign Wealth Fund,Newmark,cash,,,,portfolio,,CBRE Market Report,C class industrial in King of Prussia
6034 Market Avenue,Dallas,Arlington,TX,36986,hotel,Full Service,2023-05-23,90379228,416494.0,994.02,7.42,217.0,90923,216959,2022,,1,29,298,,,0.65,,Carlyle Group,Private Equity,Lendlease,REIT,Colliers,seller financing,,,,distressed,off-market deal,CoStar COMPS,Full Service class hotel in Arlington
2398 Park Boulevard,Los Angeles,Long Beach,CA,40562,hotel,Select Service,2023-05-22,61502362,194628.0,435.41,8.11,316.0,141252,293227,2021,,1,38,329,,,0.72,,Harrison Street,REIT,Bentall GreenOak,Pension Fund,Eastdil Secured,financed,0.62,JPMorgan Chase,8.15,development,waterfront property,Public Records,Select Service class hotel in Long Beach
5810 Broadway Drive,Philadelphia,University City,PA,28611,retail,A,2023-05-22,46730893,,511.48,7.46,,91364,171320,2002,,1,1,192,,,0.97,,PGIM Real Estate,Investment Fund,JLL,Insurance Company,Eastdil Secured,seller financing,,,,portfolio,1031 exchange,Public Records,A class retail in University City
6871 Madison Street,Philadelphia,King of Prussia,PA,32748,office,B,2023-05-22,100720212,,892.42,7.72,,112862,334582,1988,,1,23,227,,,0.89,,Ares Management,Family Office,Eastdil Secured,Pension Fund,HFF,seller financing,,,,portfolio,historic building,Public Records,B class office in King of Prussia
2434 Washington Boulevard,Riverside,Moreno Valley,CA,18419,hotel,Full Service,2023-05-22,124379979,507673.0,1269.18,8.77,245.0,98000,227041,2012,,1,12,238,,,0.63,,Blackstone,Pension Fund,Newmark,Insurance Company,CBRE,bridge loan,,,,distressed,ground lease,Public Records,Full Service class hotel in Moreno Valley
6213 Main Way,Dallas,Arlington,TX,84112,office,C,2023-05-20,53674982,,262.27,6.6,,204653,471874,2020,,1,8,541,3542548.0,5450073.0,0.92,0.93,Greystar,Pension Fund,Newmark,Insurance Company,Colliers,financed,0.5,JLL Capital Markets,6.05,stabilized,,CoStar COMPS,C class office in Arlington
249 Washington Boulevard,Dallas,Fort Worth,TX,48008,hotel,Select Service,2023-05-20,147051896,432506.0,806.91,8.89,340.0,182240,426593,1990,2023.0,1,28,502,,,0.72,,Related Companies,REIT,KKR Real Estate,Individual Investor,JLL,assumption,,,,portfolio,,CoStar COMPS,Select Service class hotel in Fort Worth
8689 Oak Avenue,Dallas,Arlington,TX,48293,office,C,2023-05-19,121117583,,787.17,7.3,,153865,328549,2011,2022.0,1,25,442,,,0.75,,CBRE Investment Management,Investment Fund,Tishman Speyer,Investment Fund,Colliers,bridge loan,,,,development,ground lease,Real Estate Alert,C class office in Arlington
3950 Market Boulevard,San Francisco,Berkeley,CA,59045,mixed-use,A,2023-05-16,74896778,558931.0,335.33,6.55,134.0,223353,500016,1999,,1,37,709,,,0.95,,Simon Property Group,Private Equity,Lendlease,Sovereign Wealth Fund,HFF,assumption,,,,distressed,,JLL Research,A class mixed-use in Berkeley
712 Washington Boulevard,Chicago,River North,IL,14328,office,C,2023-05-15,150461539,,2447.01,6.34,,61488,94052,2017,,1,10,151,,,0.79,,AEW Capital Management,REIT,HFF,REIT,Newmark,financed,0.67,PGIM,6.37,portfolio,off-market deal,CBRE Market Report,C class office in River North
6068 Oak Drive,Los Angeles,Long Beach,CA,94838,hotel,Select Service,2023-05-15,59436581,333913.0,757.17,8.44,178.0,78498,224187,2001,2021.0,1,15,199,,,0.61,,Related Companies,Sovereign Wealth Fund,RXR Realty,Individual Investor,HFF,bridge loan,,,,value-add,,Public Records,Select Service class hotel in Long Beach
9783 Market Street,Houston,Downtown Houston,TX,86367,mixed-use,A,2023-05-14,72233373,577867.0,232.16,6.41,125.0,311133,845435,2021,,1,28,812,4630159.0,7123321.0,0.87,1.04,Starwood Capital,Family Office,JLL,Investment Fund,Marcus & Millichap,cash,,,,stabilized,,Real Capital Analytics,A class mixed-use in Downtown Houston
5902 Market Drive,New York,Jersey City,NY,84917,office,C,2023-05-13,149288150,,356.36,7.12,,418926,1170129,1994,,1,39,1024,10629316.0,16352793.0,0.87,0.92,Greystar,Investment Fund,CBRE Investment Management,REIT,JLL,seller financing,,,,stabilized,,JLL Research,C class office in Jersey City
8414 Oak Drive,Atlanta,Alpharetta,GA,33970,industrial,B,2023-05-12,102237366,,140.0,5.85,,730255,1981580,2016,,1,2,1816,,,0.89,,Brookfield Asset Management,Individual Investor,Newmark,Sovereign Wealth Fund,Cushman & Wakefield,assumption,,,,development,,Real Estate Alert,B class industrial in Alpharetta
1731 Park Way,Philadelphia,Wilmington,PA,69807,industrial,C,2023-05-12,52698007,,186.77,6.28,,282155,490548,2015,,1,2,801,,,0.91,,Starwood Capital,Investment Fund,Colliers International,REIT,HFF,assumption,,,,sale-leaseback,,Real Capital Analytics,C class industrial in Wilmington
6681 Washington Street,Phoenix,Chandler,AZ,76470,retail,C,2023-05-12,11555403,,51.06,7.47,,226321,492339,2014,,1,2,453,,,0.97,,Duke Realty,Developer,Greystar,REIT,Newmark,financed,0.65,JPMorgan Chase,7.29,sale-leaseback,1031 exchange,CBRE Market Report,C class retail in Chandler
6458 Park Street,Boston,Newton,MA,99797,office,A,2023-05-11,44351778,,149.9,6.22,,295868,771481,2010,,1,31,654,,,0.71,,AEW Capital Management,Family Office,Equity Residential,REIT,,bridge loan,,,,distressed,off-market deal,Real Capital Analytics,A class office in Newton
2825 Broadway Avenue,Dallas,Plano,TX,16494,multifamily,C,2023-05-11,15260108,115607.0,133.19,5.39,132.0,114576,209088,2017,,5,33,270,,,0.87,,Ares Management,REIT,LaSalle Investment Management,Individual Investor,Colliers,assumption,,,,sale-leaseback,,CoStar COMPS,C class multifamily in Plano
245 Madison Street,Atlanta,Sandy Springs,GA,67586,multifamily,C,2023-05-08,33996035,87619.0,90.89,4.94,388.0,374032,716147,2001,2008.0,5,38,984,,,0.85,,Simon Property Group,Insurance Company,CBRE,Developer,Eastdil Secured,seller financing,,,,value-add,portfolio acquisition,Real Capital Analytics,C class multifamily in Sandy Springs
9804 Broadway Way,Boston,Back Bay,MA,77969,mixed-use,A,2023-05-07,142253852,729507.0,239.11,5.82,195.0,594919,1548672,2005,2015.0,1,36,1976,,,0.92,,Carlyle Group,Developer,Cushman & Wakefield,Individual Investor,,seller financing,,,,value-add,1031 exchange,Public Records,A class mixed-use in Back Bay
5033 Washington Street,Chicago,Naperville,IL,13021,industrial,B,2023-05-07,37581060,,62.9,6.54,,597440,1271494,1999,,1,1,1389,,,0.94,,Lendlease,Developer,Eastdil Secured,Individual Investor,Berkadia,bridge loan,,,,portfolio,waterfront property,Public Records,B class industrial in Naperville
1175 Oak Drive,Houston,Sugar Land,TX,72749,hotel,Limited Service,2023-05-06,136327023,366470.0,639.56,8.24,372.0,213156,344336,2008,,1,13,576,,,0.8,,CBRE Investment Management,Investment Fund,AvalonBay Communities,Sovereign Wealth Fund,CBRE,assumption,,,,value-add,ground lease,Real Capital Analytics,Limited Service class hotel in Sugar Land
5713 Broadway Drive,Washington,Georgetown,DC,81046,mixed-use,B,2023-05-06,291023305,906615.0,1116.97,7.41,321.0,260546,625120,2014,,1,4,546,,,0.89,,Prologis,Individual Investor,Apollo Global Management,Individual Investor,Berkadia,cash,,,,development,off-market deal,CoStar COMPS,B class mixed-use in Georgetown
4952 Main Way,Phoenix,Mesa,AZ,42427,multifamily,B,2023-05-05,59566126,251334.0,304.65,4.75,237.0,195525,388498,2023,,1,10,500,,,0.89,,Prologis,Developer,Simon Property Group,Individual Investor,Berkadia,seller financing,,,,development,master lease in place,Public Records,B class multifamily in Mesa
8033 Broadway Way,New York,Brooklyn,NY,87454,office,B,2023-05-04,219598715,,1948.85,7.38,,112681,199350,2014,2021.0,1,3,234,16206385.0,24932900.0,0.75,1.0,AEW Capital Management,Developer,Eastdil Secured,Investment Fund,,cash,,,,stabilized,LEED certified,JLL Research,B class office in Brooklyn
6777 Washington Drive,Boston,Cambridge,MA,12813,industrial,A,2023-05-03,87041363,,437.98,6.55,,198735,508939,2015,,1,2,465,5701209.0,8771090.0,0.95,1.04,Equity Residential,Pension Fund,Lendlease,Pension Fund,Newmark,assumption,,,,stabilized,,Real Capital Analytics,A class industrial in Cambridge
5960 Market Boulevard,Chicago,Naperville,IL,93229,mixed-use,A,2023-05-02,334395908,2533302.0,612.06,5.59,132.0,546341,1493250,2018,,1,4,1297,,,0.94,,LaSalle Investment Management,Private Equity,Related Companies,Individual Investor,Cushman & Wakefield,seller financing,,,,development,portfolio acquisition,CoStar COMPS,A class mixed-use in Naperville
3952 Broadway Avenue,San Francisco,Oakland,CA,58350,retail,A,2023-05-02,63196481,,225.64,7.68,,280076,578432,2016,,1,1,861,,,0.87,,Related Companies,Individual Investor,Kimco Realty,Investment Fund,CBRE,bridge loan,,,,value-add,,Real Capital Analytics,A class retail in Oakland
3404 Center Drive,Chicago,O'Hare,IL,63307,hotel,Full Service,2023-05-01,68619816,445583.0,845.51,8.56,154.0,81158,205516,2002,,1,33,211,,,0.81,,Duke Realty,REIT,Kimco Realty,Pension Fund,Eastdil Secured,seller financing,,,,portfolio,historic building,CoStar COMPS,Full Service class hotel in O'Hare
4591 Park Boulevard,Philadelphia,Wilmington,PA,68779,mixed-use,A,2023-05-01,290512839,837213.0,785.85,7.08,347.0,369678,774934,2011,,1,37,857,,,0.87,,Brookfield Asset Management,REIT,Colliers International,Family Office,CBRE,cash,,,,sale-leaseback,,Real Capital Analytics,A class mixed-use in Wilmington
2755 Main Boulevard,Detroit,Midtown,MI,50054,mixed-use,B,2023-04-30,120284654,302223.0,316.49,6.64,398.0,380055,1036125,1995,,1,11,848,,,0.9,,SL Green Realty,Insurance Company,Nuveen Real Estate,Pension Fund,JLL,financed,0.55,JPMorgan Chase,7.87,distressed,master lease in place,JLL Research,B class mixed-use in Midtown
517 Main Street,Riverside,Corona,CA,33170,multifamily,C,2023-04-30,99699727,651632.0,777.6,4.69,153.0,128214,308970,1990,2015.0,3,6,308,,,0.93,,Vornado Realty Trust,REIT,Eastdil Secured,Individual Investor,Newmark,assumption,,,,portfolio,1031 exchange,CBRE Market Report,C class multifamily in Corona
3443 Washington Way,Detroit,Warren,MI,79578,mixed-use,B,2023-04-29,193933609,1436545.0,748.11,6.18,135.0,259232,592912,1995,2016.0,1,27,651,,,0.85,,PGIM Real Estate,Private Equity,Simon Property Group,Investment Fund,Berkadia,assumption,,,,development,,JLL Research,B class mixed-use in Warren
9175 Washington Boulevard,Washington,Alexandria,DC,42038,industrial,B,2023-04-29,102213827,,176.49,6.96,,579142,1187914,2009,,1,1,1226,7114082.0,10944741.0,0.91,0.95,Greystar,Family Office,Greystar,REIT,,seller financing,,,,stabilized,off-market deal,CBRE Market Report,B class industrial in Alexandria
9919 Main Street,New York,Queens,NY,36448,hotel,Select Service,2023-04-27,97790700,626863.0,1328.1,7.09,156.0,73632,123700,2021,,1,34,149,,,0.7,,Boston Properties,Family Office,Related Companies,Individual Investor,Newmark,assumption,,,,value-add,,CBRE Market Report,Select Service class hotel in Queens
7533 Oak Drive,Dallas,Uptown,TX,87212,hotel,Limited Service,2023-04-26,126013980,332491.0,766.11,7.65,379.0,164486,277210,2015,,1,10,342,,,0.61,,CBRE Investment Management,Individual Investor,Ares Management,REIT,Berkadia,cash,,,,sale-leaseback,master lease in place,CBRE Market Report,Limited Service class hotel in Uptown
9052 Broadway Way,Dallas,Fort Worth,TX,50290,mixed-use,B,2023-04-24,132211142,387716.0,816.49,6.98,341.0,161926,370842,2005,,1,19,472,,,0.87,,Apollo Global Management,REIT,Duke Realty,REIT,,bridge loan,,,,distressed,historic building,Real Capital Analytics,B class mixed-use in Fort Worth
6859 Oak Street,Detroit,Downtown Detroit,MI,78736,multifamily,C,2023-04-24,79012477,987656.0,827.88,4.62,80.0,95440,149261,1992,2013.0,1,36,294,3650376.0,5615963.0,0.88,0.89,KKR Real Estate,Developer,LaSalle Investment Management,REIT,Eastdil Secured,seller financing,,,,stabilized,master lease in place,Public Records,C class multifamily in Downtown Detroit
7943 Center Avenue,Detroit,Midtown,MI,33989,office,A,2023-04-24,82438642,,525.43,6.46,,156897,428093,2013,,1,13,398,,,0.89,,Carlyle Group,Investment Fund,MetLife,Family Office,,financed,0.62,MetLife,6.99,portfolio,1031 exchange,Real Estate Alert,A class office in Midtown
3077 Main Street,Philadelphia,Camden,PA,61228,retail,B,2023-04-23,66112969,,384.17,6.99,,172092,284148,2007,2021.0,1,1,472,,,0.96,,Brookfield Asset Management,Family Office,Hines,Individual Investor,,seller financing,,,,development,,CBRE Market Report,B class retail in Camden
8127 Washington Way,San Francisco,Financial District,CA,20558,mixed-use,A,2023-04-23,92963040,768290.0,502.05,5.5,121.0,185166,445930,2007,,1,28,376,,,0.9,,Tishman Speyer,Insurance Company,LaSalle Investment Management,REIT,Eastdil Secured,bridge loan,,,,distressed,,Real Estate Alert,A class mixed-use in Financial District
3501 Madison Boulevard,Chicago,River North,IL,10902,hotel,Full Service,2023-04-22,99297669,539661.0,1047.89,7.81,184.0,94760,185381,2019,,1,5,266,7755147.0,11930995.0,0.73,0.9,KKR Real Estate,Private Equity,Ares Management,Developer,,cash,,,,stabilized,,Real Estate Alert,Full Service class hotel in River North
7916 Park Avenue,Atlanta,Midtown,GA,93369,hotel,Full Service,2023-04-21,135729842,483024.0,939.74,8.48,281.0,144434,357345,2016,,1,27,378,,,0.71,,PGIM Real Estate,Private Equity,Cushman & Wakefield,Insurance Company,Eastdil Secured,financed,0.65,Wells Fargo,5.53,value-add,off-market deal,CBRE Market Report,Full Service class hotel in Midtown
9443 Oak Boulevard,Los Angeles,Anaheim,CA,95463,multifamily,A,2023-04-21,64123845,346615.0,295.75,4.87,185.0,216820,504060,2008,,5,10,653,,,0.9,,Tishman Speyer,Private Equity,RXR Realty,Insurance Company,,bridge loan,,,,distressed,portfolio acquisition,Real Capital Analytics,A class multifamily in Anaheim
1345 Oak Street,New York,Newark,NY,85527,retail,A,2023-04-21,60372847,,320.19,7.29,,188555,387641,2021,,1,3,405,,,0.93,,MetLife,Private Equity,Related Companies,Insurance Company,Eastdil Secured,financed,0.59,PGIM,5.81,portfolio,portfolio acquisition,Real Estate Alert,A class retail in Newark
3528 Market Avenue,San Francisco,Berkeley,CA,43735,hotel,Full Service,2023-04-21,79916645,587622.0,1018.41,8.51,136.0,78472,197806,2009,,1,7,215,,,0.68,,Blackstone,REIT,Brookfield Asset Management,Pension Fund,Berkadia,financed,0.55,CBRE Capital Markets,5.62,development,,CBRE Market Report,Full Service class hotel in Berkeley
3172 Market Drive,Chicago,Loop,IL,87183,retail,A,2023-04-19,64923338,,229.27,6.71,,283171,444507,1993,2011.0,1,3,599,,,0.91,,Boston Properties,Family Office,Nuveen Real Estate,Investment Fund,,assumption,,,,sale-leaseback,,JLL Research,A class retail in Loop
8789 Main Way,New York,Queens,NY,42955,hotel,Limited Service,2023-04-19,56027479,156065.0,281.2,7.75,359.0,199245,547425,2002,,1,22,551,4342129.0,6680198.0,0.64,1.01,Kimco Realty,REIT,JLL,Investment Fund,HFF,assumption,,,,stabilized,master lease in place,Real Capital Analytics,Limited Service class hotel in Queens
9775 Market Avenue,Washington,Alexandria,DC,11331,mixed-use,B,2023-04-18,65637202,178848.0,132.53,5.74,367.0,495268,1478866,2016,,1,10,1379,,,0.89,,CBRE Investment Management,Family Office,PGIM Real Estate,Sovereign Wealth Fund,Newmark,cash,,,,development,LEED certified,CBRE Market Report,B class mixed-use in Alexandria
3955 Madison Way,Houston,Downtown Houston,TX,23580,multifamily,C,2023-04-17,75103838,536456.0,609.61,5.01,140.0,123200,245069,1986,1998.0,1,18,252,,,0.86,,RXR Realty,Investment Fund,Hines,REIT,,assumption,,,,value-add,1031 exchange,CBRE Market Report,C class multifamily in Downtown Houston
8018 Park Boulevard,Detroit,Warren,MI,80226,hotel,Select Service,2023-04-16,103014797,559863.0,1201.42,7.37,184.0,85744,157203,1995,2022.0,1,36,188,,,0.79,,Vornado Realty Trust,Pension Fund,Kimco Realty,Individual Investor,Colliers,bridge loan,,,,distressed,1031 exchange,Public Records,Select Service class hotel in Warren
8122 Broadway Drive,Detroit,Midtown,MI,75470,retail,C,2023-04-15,62508567,,774.73,7.24,,80684,180058,2020,,1,3,216,4525620.0,6962492.0,0.8,1.01,Greystar,Individual Investor,Newmark,Family Office,JLL,bridge loan,,,,stabilized,portfolio acquisition,Real Estate Alert,C class retail in Midtown
8509 Center Avenue,Riverside,Riverside,CA,19996,mixed-use,A,2023-04-15,137505511,1375055.0,393.84,7.0,100.0,349140,623417,1998,,1,31,1094,,,0.88,,KKR Real Estate,Insurance Company,JLL,Family Office,CBRE,assumption,,,,portfolio,,Public Records,A class mixed-use in Riverside
9121 Park Avenue,Detroit,Dearborn,MI,61047,office,B,2023-04-14,35230066,,89.28,7.28,,394586,736605,2017,,1,39,900,,,0.76,,Bentall GreenOak,Individual Investor,Kimco Realty,Developer,CBRE,assumption,,,,sale-leaseback,1031 exchange,CoStar COMPS,B class office in Dearborn
6979 Washington Boulevard,Philadelphia,Wilmington,PA,67349,industrial,A,2023-04-14,75299245,,141.05,6.94,,533843,1329001,1994,2004.0,1,3,1173,,,0.86,,Hines,Pension Fund,Bentall GreenOak,REIT,Eastdil Secured,assumption,,,,value-add,,Real Capital Analytics,A class industrial in Wilmington
3433 Park Boulevard,Washington,Georgetown,DC,19499,hotel,Limited Service,2023-04-14,134717450,821448.0,1722.11,7.17,164.0,78228,182484,2016,,1,5,260,,,0.76,,Tishman Speyer,Family Office,Kimco Realty,Insurance Company,,seller financing,,,,portfolio,,CBRE Market Report,Limited Service class hotel in Georgetown
9706 Washington Avenue,Atlanta,Roswell,GA,23876,industrial,B,2023-04-13,95160766,,317.58,6.44,,299647,533568,1992,,1,2,805,,,0.88,,Lendlease,Developer,Vornado Realty Trust,Developer,Marcus & Millichap,cash,,,,distressed,,CoStar COMPS,B class industrial in Roswell
2591 Washington Avenue,Boston,Seaport,MA,88404,office,C,2023-04-13,75735532,,197.97,7.69,,382562,1131623,2019,,1,33,913,,,0.89,,Prologis,Investment Fund,Starwood Capital,REIT,Eastdil Secured,seller financing,,,,development,,Real Estate Alert,C class office in Seaport
4102 Center Boulevard,New York,Manhattan,NY,21334,hotel,Limited Service,2023-04-13,50556038,241895.0,457.27,8.87,209.0,110561,329565,2006,,1,36,366,,,0.82,,AvalonBay Communities,Insurance Company,Bentall GreenOak,Pension Fund,,assumption,,,,sale-leaseback,master lease in place,Public Records,Limited Service class hotel in Manhattan
952 Park Street,Riverside,Corona,CA,40486,retail,A,2023-04-13,22477883,,119.23,7.82,,188521,436039,2011,,1,2,554,,,0.85,,Starwood Capital,Private Equity,Blackstone,Developer,,financed,0.62,CBRE Capital Markets,6.71,distressed,ground lease,JLL Research,A class retail in Corona
2874 Broadway Boulevard,Atlanta,Sandy Springs,GA,52089,retail,B,2023-04-12,48633655,,434.94,7.05,,111818,260339,1992,2003.0,1,3,226,,,0.88,,Related Companies,Family Office,Boston Properties,Developer,,assumption,,,,sale-leaseback,master lease in place,CoStar COMPS,B class retail in Sandy Springs
8811 Washington Drive,Philadelphia,Center City,PA,30337,hotel,Full Service,2023-04-12,63498901,242362.0,409.4,7.69,262.0,155104,385641,2014,,1,12,391,4883065.0,7512407.0,0.79,1.03,RXR Realty,Developer,Prologis,Insurance Company,Newmark,bridge loan,,,,stabilized,,JLL Research,Full Service class hotel in Center City
2493 Park Way,San Francisco,Financial District,CA,88346,office,B,2023-04-12,183317029,,539.25,7.08,,339948,894104,2020,,1,26,952,,,0.9,,Equity Residential,Sovereign Wealth Fund,Equity Residential,REIT,JLL,financed,0.64,Wells Fargo,8.22,portfolio,,Real Estate Alert,B class office in Financial District
